0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-0.001675101,-0.000599607,0.001106634,-0.000759376,-0.003581431,-0.001182898,-7.77E-06,0.000315186,0.000757834,-0.001803413,-0.000555201,-0.001164929,0.00297856,0.000110772,-0.000395404,-0.001524952,-0.002366534,0.002571348,-0.000338807,0.001060245,-0.001282356,0.001683228,-0.001691129,0.001952382,-0.002024707,0.000131039,0.001173644,-0.002728008,0.002698255,0.001092351,-0.000760845,0.000153932,-0.002865131,0.001391731,-0.000711805,0.000143657,0.000196273,-0.001103165,0.001044804,-0.001001626,-0.000896581,0.002709522,0.000820411,-0.000314662,0.001289582,0.002955735,-8.89E-05,-0.000496533,0.000621411,0.000613553
-0.000172933,-0.002024626,-0.001592158,-0.001250938,-0.002146331,-9.70E-05,0.001055434,-0.000866555,0.002121019,-0.00088273,-0.000235652,0.000721722,0.000138269,0.001202534,0.001952731,0.001505367,-0.000233009,0.000165838,-0.000655575,0.001634121,-0.001077371,0.000497939,0.001387386,0.003096513,-0.000497545,-0.000178265,-0.00066643,-0.000734628,-0.001157749,0.001679326,-0.001353343,0.000650481,-0.001696494,-0.002306717,0.003605359,0.000791936,-0.001368264,0.00230084,0.000896891,0.001212871,0.001253382,-0.001583976,0.003669512,-0.000546792,-0.000485384,0.000494921,-0.000450182,-0.000594847,-0.002691329,0.000882134
0.000872753,0.002270878,0.000524835,0.000332142,-0.000153543,-0.000265056,0.000615664,0.004334279,-0.001333869,0.00059897,0.001597289,-0.001210367,0.000448932,0.000641806,-0.000980674,0.000414025,0.001349907,-0.001707113,-0.000836027,-0.003174173,0.001171006,-0.001682939,-0.000467514,0.00134397,-0.0026929,0.00042497,0.002180298,-0.001265766,-0.000510418,-0.001374234,-0.003311706,-0.000809903,0.000691675,0.000957112,0.001208105,-2.34E-05,-0.000680125,0.000417854,0.001470182,-0.001185787,-0.000201338,-0.001157728,-0.000816028,-0.000624312,0.001411018,-0.000115517,0.000702929,0.001656743,-0.00036396,0.001258734
0.000453853,0.001621215,0.000731331,-0.002738984,0.001801048,-0.000671826,0.001053343,-0.002171518,0.000269373,-0.001936408,-0.000415177,0.000829762,-0.001250641,0.000686387,0.00035514,-3.53E-07,0.000313095,0.000312057,0.000227959,-0.002436384,0.001376793,-0.001361193,0.001755504,0.001357713,0.000543711,-0.000834238,-0.0003692,-0.000886496,-0.000781787,0.000417613,-0.00092321,0.000487183,-0.000299124,0.001267885,-0.001134334,-0.000443447,-0.001995776,-0.000178547,-0.001583498,-0.001486463,0.000611518,0.001362188,-0.000659648,-0.000602128,0.001123223,-0.002095394,-0.000368231,0.001302642,-0.00058506,-0.001829389
-0.002203382,0.000253064,6.34E-05,-0.002619186,-0.001126068,-0.002466716,0.000742113,-0.001623246,-0.000409593,-0.00195448,6.03E-05,0.000239292,-0.000212461,0.001646831,-0.00157872,0.003179463,0.000185657,-0.001079457,-0.000715981,0.001691096,-0.001180011,0.003269121,-0.001257895,-0.001081756,0.000197227,-0.000378001,-0.002097546,-0.000566437,-0.000955486,-0.000359586,0.000169679,-0.000842524,0.000158241,0.000100036,-0.000864781,0.000515365,-0.000711209,-0.000761947,0.000579853,0.000813173,-6.28E-05,-0.001077166,0.001072967,-0.000801205,0.002834859,-0.000905802,0.002821327,-0.000703104,0.00054766,0.002162726
-0.000439469,-0.001979679,-0.00289337,0.000718442,0.002903719,0.000523296,-0.001797547,0.00173121,0.001775979,0.000932782,0.001613597,-0.000232749,0.002220317,-0.000860021,0.000646072,-0.000531392,-0.00012683,0.000343719,-0.003205363,-0.000685024,0.001556595,0.001508904,-0.002360717,0.002196701,0.000392676,-3.94E-05,0.000512795,0.000538972,0.002699529,0.002290914,0.000810903,-0.000356899,-0.001992815,0.000675172,0.000696703,0.000642708,0.000319926,-0.000295798,0.000724671,-0.00261701,-0.000623137,-0.000929502,0.001547792,-0.000174853,-0.003337161,0.000690712,-0.002282681,-0.001103231,-0.000367141,-0.000375763
0.001442942,-0.000697111,0.001048113,2.72E-05,-0.001311229,-0.000916611,0.000187277,5.34E-05,-1.05E-05,0.000412546,0.003673605,0.002272285,-0.000587115,0.000188325,-0.001511074,0.000698361,-0.001774056,0.002635884,0.000813945,-0.000134978,0.003098516,-4.67E-05,-0.002518187,0.001699977,-0.000571286,0.00039799,0.000742034,0.000582865,0.001971283,-0.000998403,5.53E-06,0.000461517,0.001642234,0.000486719,-0.00076325,0.001996027,-0.000393902,-0.001401978,0.001173925,-0.002101227,0.000169875,0.000472576,-3.71E-05,0.00052319,0.00045577,0.001124764,-0.002811127,-0.000755552,0.001125559,-0.000555516
-0.000871261,0.002260434,0.000520987,4.80E-05,-0.000348094,0.001444014,0.000473094,-0.00118852,-0.00167707,-0.000587651,0.002038918,0.000347355,0.000297957,0.000832623,-1.31E-05,-0.000116904,-0.000759459,-0.000710746,0.001793333,0.000476453,-0.001174312,0.000799141,-0.000993815,0.000929635,0.000383416,-0.000496734,-0.001152305,-0.002878151,-0.001697726,-0.001358047,0.000257226,-0.001824802,-0.000188623,-0.001082184,0.000270471,0.001632132,0.001180596,6.03E-05,0.002086702,-0.000896494,0.000252887,0.001074793,-7.90E-05,-0.00040527,0.00059496,2.25E-05,-0.000537151,0.001552569,-0.002843851,-0.000179572
-0.000778842,-0.000409669,-0.001637691,-0.000301105,-0.001467661,0.001448407,-0.002597711,-0.001808737,0.001293238,-0.003267897,-0.001351945,0.002270074,0.001808404,-0.003146833,0.001257509,0.003296119,0.001104027,0.00098873,-0.00173712,-0.000361358,-0.000543705,-0.000130269,-0.000882657,-0.000871666,0.000934041,0.001761291,0.002416988,-0.000523854,-0.002537326,-0.001227202,0.001320938,0.002214587,-0.000945966,0.000596138,0.000724861,-2.23E-05,-0.001706472,0.001665413,0.000377382,-0.00075646,0.001977151,0.000683502,-0.002486337,-0.001854807,0.001158482,-0.000840386,0.000992387,0.000589998,0.000204827,-0.001263673
-0.000861372,0.001265003,-0.001196486,0.0005712,0.000610004,-0.002751683,0.000893357,6.00E-05,0.000495448,-8.69E-05,0.000512814,0.002142434,0.000629977,7.58E-05,0.000313809,0.001642528,-0.000981382,-0.000280496,-0.001261653,0.001928233,-0.0023083,0.000502598,2.98E-05,0.001388902,-6.35E-05,-0.000104045,-0.000403713,0.000331562,0.000776896,0.000928175,0.001567424,0.001292622,-0.00123759,0.001430146,0.00012809,0.000406619,0.00017826,-0.000646114,-0.000541741,0.001006318,0.000692302,0.000950232,0.001406474,0.000905218,0.000126333,0.000896631,0.000508171,0.000356689,-0.000432886,0.000468169
0.000896043,0.001998234,-0.000210923,-0.000928194,0.002166998,5.31E-05,-0.001217308,-0.000109062,-0.001039378,-6.69E-05,0.001150177,0.000214074,-0.001513329,-0.000817791,0.001575442,0.000405682,-0.000641523,0.000149127,-0.001030753,-0.001348323,-0.000862134,0.002851389,0.001735176,-0.001075684,-0.00072823,0.002299049,-0.000449608,0.000387891,0.002026333,0.002592882,0.001330079,-0.001853072,0.000995035,-0.001388296,0.000180335,-0.000691846,-0.002208313,0.000617267,0.001664265,0.000526507,0.000453526,0.000204109,-0.000399065,-6.58E-05,0.000810734,-0.000827176,-0.002745901,0.000792547,-4.05E-05,0.000805095
0.000106559,-1.76E-05,-0.001837466,-0.000736476,-0.002268311,0.001202023,0.000632369,-0.000441498,0.001135028,0.000660998,-0.002407175,-0.000457742,0.001975477,-0.000529106,-0.001394181,0.00134457,0.001151801,-0.002074458,0.00167993,0.00022202,0.003134855,-0.00037168,0.000628588,-0.001289901,0.000967169,-0.000961071,-0.000327132,-0.000131196,-0.001553079,-0.002318197,-0.000381353,8.50E-06,-0.002040108,-0.000163627,0.001119945,0.000543132,-0.000609334,0.001357104,-0.001942408,0.000390051,0.001784142,0.000671348,-0.00163632,0.000178362,0.001402061,-0.001827996,-0.000207173,0.002441508,1.61E-05,-0.00229663
0.000736859,0.000204674,0.000552296,0.000643003,-1.83E-05,0.002359458,-0.001842007,-0.002926656,-0.001000677,-0.001514429,-0.000410295,-0.000843271,-0.001709322,0.000311928,0.000486313,-0.001740304,0.000510956,0.001365265,0.001147163,0.001976925,0.000458349,-0.001258269,-0.001660116,0.001745252,0.000267919,-0.00170435,-0.001643925,-0.000516413,-0.002348083,-0.001854757,-0.000446695,0.000365629,0.000135234,-0.002423362,0.000504086,0.001050586,-0.001370902,-0.000721905,0.002138189,0.000721821,0.002756069,-0.001015584,0.002329866,-0.001505762,-0.000208057,-0.000279298,-0.000350363,-0.000778877,0.002075464,-5.32E-05
0.001450034,-0.002170458,-0.000695748,-0.001616072,0.000387608,-0.000350788,0.00237516,0.000337842,0.001041532,0.001135638,0.000399419,-0.000761323,0.001174276,0.001857145,0.002608201,0.000774217,-0.000813532,0.001856467,-0.002644144,-0.002073366,-0.003001127,-0.001723941,-0.003407368,0.001618959,-0.000404386,0.000100996,0.001473493,-0.000202227,0.000705087,-0.000573667,-0.00113435,0.000199128,-0.000221192,-0.001125606,-0.000295105,0.001179711,-0.000600896,-0.000963255,-0.001641726,0.000730025,-0.001337648,-0.003712904,-0.002353398,-0.002232414,-0.000665639,0.001760871,-0.000909242,0.000672939,-0.000474207,0.000526456
0.002349578,0.001515197,0.001197101,-0.001302704,-0.002113665,0.001898539,-0.000543332,-0.001354234,0.000966616,0.001208891,0.002304768,-0.00049459,-0.000619659,-0.000813543,-0.002986009,-0.002166893,0.001407547,0.002053628,-0.000619422,-0.003027134,-0.000303364,0.000250855,-0.000707172,-0.00048792,7.51E-05,0.001609468,-0.000867524,0.002713213,-0.001463912,0.001874847,-0.000467357,0.0008484,-0.001528392,0.001279692,0.001314963,-0.00099605,-0.0003456,-0.000912629,0.000520735,-0.002357333,0.000470936,-0.000734995,-0.000588919,-0.001293822,-0.00060805,0.000356435,-0.000663003,0.000830248,0.001888507,0.000850202
0.002858482,0.001092545,-0.000247637,0.000468238,-0.003336803,-0.002668313,0.000237219,-0.000844075,-0.001214093,0.000464328,0.000604286,0.000865791,-5.36E-06,0.000893808,0.000417719,-0.000802965,0.001779427,-0.001802313,0.001300952,-0.00223871,0.001159063,-0.002272294,-7.30E-05,0.001714558,-0.00127612,0.001003537,-0.001277335,2.18E-05,-7.03E-05,-2.46E-06,8.22E-05,-0.001268811,-0.002358737,0.000440824,-0.000324187,-0.002892595,-0.001620503,-0.001107598,-0.00232219,-0.00042829,-0.000487475,-0.002107649,0.001135406,-0.001457071,0.000953727,0.001308256,-0.000213042,0.00079599,0.00017336,-0.00138201
0.000557561,-0.000352076,-0.000660513,0.000343658,0.000384055,0.002407777,0.001637066,0.003005593,0.00323417,-0.001551697,0.001918161,-0.000104695,0.002109407,0.000388007,-0.000383356,0.000716242,0.000288108,4.74E-05,-0.000161207,0.001233446,-0.001685133,-0.001726893,0.000907085,-0.001067883,-0.000399508,-0.000364029,-0.000854538,0.00236257,0.003015738,-0.000497915,-0.000793455,0.0011544,-0.000114465,0.000423048,0.000890422,0.002605543,-0.000516251,-0.000939767,0.000505218,-0.002216598,0.001045276,-0.002631509,-0.000375457,0.001430506,-0.000965252,0.000481737,0.001004326,-0.000766623,-0.00019904,0.001936551
-0.001155528,-0.001182522,0.000435434,-0.001280154,0.00022149,-0.000406818,-0.000794445,-0.003512364,-0.000245496,0.001118567,-0.002530543,0.001096963,-0.001569662,0.001413102,0.001037526,0.000437692,-0.001495285,0.003365221,-0.000559426,-6.81E-05,0.00083257,-0.000972277,0.001147095,0.00068324,0.001868583,-0.000606217,0.003522254,0.000618216,0.00095359,0.001888835,0.00102211,-0.000579413,0.002339344,0.000579023,-0.001342657,0.000484959,-0.000208176,0.000249179,0.000451051,-0.000797084,-0.000435499,-0.000771937,0.001213192,0.000387861,-0.000934597,-0.00194909,0.000462735,-0.001142371,-0.000417491,0.001236765
-0.000831553,-0.001429171,0.000754572,-3.68E-05,-0.000322182,0.001668347,0.001509117,5.91E-05,-0.001334445,0.000420149,-0.001371933,-0.002203269,0.000856643,0.000327395,0.001299042,-0.001382257,-0.000902444,0.00031092,-0.000272531,0.001315478,0.000175944,0.000206703,-0.000431218,-0.000898153,-0.000587252,-0.000204638,0.000710939,-0.001043226,-0.001666646,-0.000577258,-0.001867868,0.001598357,0.00028039,0.000316024,-0.001863348,-0.000184132,0.001203412,0.000366698,0.000250765,0.001062246,-0.000570426,0.002725968,0.000326246,-0.001241509,-0.000149538,-0.000922559,0.002837521,8.37E-05,0.001758832,0.000266419
0.000877451,0.000347123,0.001560358,0.002531605,0.000926122,-0.002104598,0.002803448,-0.002198825,-0.000263267,-1.57E-05,0.001391838,-0.001445973,-0.000615521,-0.000382832,-0.001005633,0.00167267,0.000115415,0.000130185,0.000562105,0.001688217,-0.000864716,0.000876993,-0.001432587,-0.000185799,0.001870926,-1.29E-05,-0.000610023,-0.001315464,0.000984574,0.000188568,-3.24E-05,0.000793105,-0.001145531,0.000821685,-0.000304967,0.00208944,0.0012304,0.000490684,-2.19E-05,-0.001465392,-0.001251764,0.00149895,-0.000296056,0.001831897,0.000817395,-0.001060553,0.000950401,0.000706421,-0.000376964,-0.000382068
-0.001581923,-0.000431157,-0.000323544,0.00266267,0.000454883,0.001548714,0.001918928,0.000947936,-0.002440265,-0.002293353,0.000124315,0.003040496,0.00356074,-0.000449684,3.62E-05,-0.000958465,-0.001580108,0.00034157,3.77E-05,0.001170921,0.002204311,0.003700245,-0.000654437,-0.001814769,0.000309792,-0.00312251,-0.001989337,-0.001303338,0.001390076,-0.000999734,0.001324338,0.000539988,-4.18E-05,-0.001339794,-0.003884011,0.001406455,0.002399644,0.001400448,0.001763528,0.003834878,-0.000459708,0.001217766,-0.000437666,0.00267192,-0.000382809,0.000116056,-0.001061238,0.000851516,0.001468073,-0.000866626
-8.89E-05,-0.001667425,-0.000770137,0.000159371,0.000783299,-0.000109436,0.000359386,0.002929376,-0.001568484,-0.000111092,-0.000663676,-0.001725349,-0.000856463,0.003132046,-0.001492447,0.000288098,0.002609454,0.000631469,-0.000131982,0.0005161,0.002573454,-0.000217584,0.002736232,0.000751744,0.000639061,-0.001679406,0.001497027,4.36E-05,0.000126773,0.001993434,-0.003030802,-0.001127305,-0.000321447,-0.000568909,-0.001435765,0.000408268,-0.001211708,8.51E-05,0.001027907,0.00033509,0.002059878,0.000381349,0.002526939,0.001584842,0.001114467,0.001125199,0.000297944,0.00178178,0.002194567,0.000862352
-0.001112296,0.000951846,-0.00043596,-0.001730983,0.000264371,0.00183286,0.00111764,-0.000878027,0.00067772,0.002459527,-0.000599857,-0.001486781,-0.001614806,-0.00141097,-4.40E-05,-0.003818877,0.000116706,0.001345653,0.000993269,-0.000209686,0.001267713,-0.000571667,0.001963071,-0.002520997,0.001101377,0.000468113,0.001552055,-0.000776615,0.000654892,0.000198558,0.000634832,0.00217858,0.001704723,-0.000254885,0.001192788,-0.000192247,5.89E-06,0.000174423,0.001518279,0.000246536,0.000852553,0.001359085,0.00168157,0.000367929,-0.000464059,-0.000434404,-0.000269656,0.000606292,-0.001329649,0.000842658
-0.002553721,0.000411853,-0.001332992,0.000774789,0.001908772,0.000133174,0.001879132,-0.001215928,0.002165355,-0.000190897,0.001265275,0.000590214,0.000129947,-0.00073134,0.000469117,-0.000359554,0.001775363,0.002505131,0.00030743,-0.000431362,0.00108229,7.05E-07,-0.002953518,-0.00089714,0.003007336,0.000750425,0.00013267,0.001132784,-0.002817039,8.60E-05,-0.001438836,-0.001542497,0.000415981,-0.000149257,0.001560229,-0.001739933,-0.00016755,-0.002166611,0.000763161,0.002685178,-0.000250375,-0.001672581,-0.000265198,0.00224012,-0.00368982,0.000420719,-0.002382034,-0.001175754,0.003056227,0.000646005
0.00149896,0.000150654,-0.000961542,-0.002550628,-0.002201562,0.00093747,-0.000100598,-0.004178398,0.00031162,-0.000785134,0.008577102,-0.00064233,0.004432814,-0.011405199,0.000794894,0.003178319,0.003946894,0.001473016,-0.000671562,-0.001848573,0.000549477,0.001271271,-0.000665045,0.001131778,0.000394119,0.000334924,0.001110248,0.000304168,-0.002963847,-0.00186261,-5.11E-05,0.003311973,0.000833861,-0.000779714,0.001268854,-0.000256002,0.001676687,-0.000340818,-0.000284777,0.007062021,-0.001592629,0.001266918,0.00256947,-0.001463649,-0.009566172,-0.000125939,-0.000811663,0.003357463,0.012492199,-0.002601805
0.000944746,-0.000882667,-0.000884598,0.00286141,-0.002538346,0.000147264,-0.000570605,-0.002117677,-0.001669477,6.55E-05,0.006295986,-0.001086079,0.00112939,-0.007398328,-0.000112564,0.000277894,0.001004914,0.000141013,0.000246174,-0.001796598,-4.12E-05,0.003585043,-0.000128006,-0.001132454,9.50E-05,5.94E-05,0.000413355,-0.000166489,-0.002937085,0.000710221,0.001504597,0.003067476,-0.000782269,0.000372636,0.001705336,-0.001520216,0.000226101,0.001197187,0.000389931,0.007167802,0.001987118,-0.001917542,0.002688074,-0.002048831,-0.005955818,-0.003978326,0.000644294,0.001148725,0.00614177,-0.004479302
0.001507137,-0.007294746,0.001701939,0.00079945,-0.000643982,-0.007146268,-0.001004221,0.004102677,0.007546416,0.001149204,-0.00219448,-0.001979575,0.002260817,-0.01011243,-0.000992148,0.003672912,0.003080195,0.012462473,0.002085732,-0.001472442,-0.001178401,0.002749853,2.86E-05,0.001653342,0.001877889,-0.000963459,-0.002019105,-0.003862738,-0.002145206,-0.007607308,-0.003743415,0.004166671,-0.001674292,-0.007950539,0.002622707,0.00279094,0.002194805,-0.012160641,-0.00144104,0.007124325,0.001384084,-0.002576433,-0.000590122,-0.002110581,-0.00265307,-0.002432863,0.000668408,0.000228593,0.010088538,-0.003796295
-0.00020102,-0.011659994,-0.004533682,0.002638701,-0.000471317,-0.008640039,-0.001574906,0.004805452,0.009491563,0.006339118,-0.009180213,0.0005808,0.002525751,-0.00703809,0.001238943,0.001767937,0.000787708,0.00904338,0.001078973,-0.002155313,-0.00192133,0.000485894,8.67E-05,0.002660622,-0.000361362,-0.000323105,0.001229062,-0.005225798,0.000272596,-0.007476058,-0.002689748,0.001496465,-0.000289725,-0.009135814,0.00205382,0.003300408,0.002002367,-0.013771948,0.001730142,0.001364338,0.004074672,-0.004071028,0.003743921,-0.001038643,-0.001761328,-0.001829999,-0.001114582,0.002004293,0.007194252,-0.002478776
0.001394765,-0.006688013,0.000353201,0.001446008,-0.000106481,-0.008108421,0.000102963,0.002865014,0.004905972,0.001693112,-0.008272341,-0.00077192,-0.002446046,0.001530803,-0.000113905,0.001216078,0.002518635,0.00329746,-0.000215441,-0.002445876,-0.000685235,-0.00047851,-0.001429322,0.005168847,0.000888521,-0.002779189,-0.001122477,-0.001643581,0.001575689,-0.00202279,-0.003205212,-1.79E-07,-0.000636041,-0.006087539,0.00079992,0.002323712,-0.000443022,-0.004696806,0.000934343,-0.000197277,0.000880332,0.002199077,0.000286066,-0.00010724,0.004643305,0.000121917,-0.000795406,0.001385088,-0.000476732,0.000907927
-0.000623499,-0.014681416,0.001655019,0.015253211,0.002686158,-0.017899102,-3.16E-05,0.010135232,0.011874739,0.008168086,-0.023111025,-0.003274878,-0.001449971,0.007622249,-0.00271385,0.005388879,-0.002712578,0.005691389,0.002366204,0.001628074,0.002180928,-0.002638122,-0.003510449,0.014770726,-0.000217008,0.00156576,-0.000400366,-0.003871012,0.000847209,-0.005907913,-0.005351837,-0.000675346,0.000328637,-0.019553504,0.004481536,0.00224491,0.001100495,-0.017248042,-0.001375625,-0.007923051,0.009143429,0.001625856,0.00239354,-0.001987348,0.013741537,0.000221011,0.001106915,0.000441651,-0.007039232,-0.00021317
-0.000126375,-0.027089036,-0.001720278,0.020593322,0.006097285,-0.023846743,-0.003001168,0.016163454,0.018728915,0.005849552,-0.033776764,-0.002407941,-0.004961766,0.007636334,-0.002568045,0.00600195,-0.003154299,0.016420986,0.005908491,0.000110285,0.001419745,-0.003561142,-0.000422338,0.026430047,0.000637741,-0.001846565,0.001488943,-0.005807875,0.000317812,-0.011581391,-0.00947046,0.000303208,-0.000529833,-0.028661995,0.003278375,0.005343321,0.004760769,-0.029274919,-0.002209606,-0.012436442,0.01355491,-0.000264534,0.006318764,-0.00229945,0.019269405,-2.02E-05,-0.001361697,0.003183698,-0.008862329,0.003004783
0.000573859,-0.013923937,0.003335306,0.015998825,0.003417956,-0.014761369,-0.000554933,0.008662528,0.006247803,0.001843408,-0.025797495,-0.001858731,-0.006227758,0.009392202,-0.00591902,0.004719652,-0.007661643,0.006047773,0.00178145,0.001477765,0.005357884,-0.005615085,-0.002755133,0.01287164,2.93E-05,0.000711902,-0.000437313,-0.004867737,-8.86E-05,-0.006436451,-0.005680044,-0.001424657,-0.000761858,-0.01530015,0.002535079,0.006383378,0.002133132,-0.013692978,-0.002515245,-0.013348823,0.009398486,0.00381378,0.001806405,-0.001187542,0.016202005,-0.000269771,0.001594906,0.003483166,-0.009499826,0.00219921
