,0
0,0.04169228007971718
1,-0.013315282424931796
2,-0.132810517718449
3,0.07194258901491832
4,0.09641446481656983
5,-0.14227007845558987
6,0.12042932441234333
7,-0.10734732171439862
8,-0.16013783410288174
9,0.22540237609270142
